PCT_LACCESS_NHNA15,PCT_OBESE_ADULTS13,FOOD_TAX14,PCT_FMRKT_OTHERFOOD16,PCT_DIABETES_ADULTS13,PCT_SFSP15,PCT_NHNA10,PCT_HSPA15,SODATAX_STORES14,CHIPSTAX_VENDM14,State,PCT_NHWHITE10,FFRPTH14,FSRPTH14,PCT_FMRKT_WIC16,METRO13,GROCPTH14,PCT_LACCESS_NHPI15,RECFACPTH14,PCT_HISP10,PCT_FMRKT_BAKED16,PCT_LACCESS_SNAP15,PCT_FMRKT_WICCASH16,SODATAX_VENDM14,PCT_LACCESS_NHASIAN15,SNAPSPTH16,PCT_LACCESS_MULTIR15,PCT_WIC15,PCT_LACCESS_SENIORS15,FMRKTPTH16,POVRATE15,SUPERCPTH14,PCT_FMRKT_FRVEG16,PCT_SBP15,PCT_FMRKT_SNAP16,PCT_65OLDER10,CHIPSTAX_STORES14,PCT_NSLP15,PCT_18YOUNGER10,PCT_LACCESS_LOWI15,FIPS,CONVSPTH14,FOODHUB16,PCT_NHBLACK10,PCT_LACCESS_HISP15,PCT_LACCESS_CHILD15,PCT_FMRKT_ANMLPROD16,PCT_LACCESS_HHNV15,PCT_FMRKT_CREDIT16,PCT_SNAP16,PCT_NHPI10,MEDHHINC15,County,SPECSPTH14,PCT_NHASIAN10,PCT_FMRKT_SFMNP16,PCT_LACCESS_WHITE15,PCT_LACCESS_POP15,PCT_LACCESS_BLACK15
0.11209226360329974,34.1,4.0,100.0,13.0,1.0271087814950426,0.39764710194059116,25.400000000000006,4.0,4.0,AL,77.2461563834271,0.649878148,0.523512952,0.0,True,0.072208683,0.01615869367843978,0.090260854,2.4005424126367485,100.0,4.608749252541551,0.0,4.0,0.1590001560715893,0.760911409460565,0.884808108518433,2.7193521519644355,3.9962787647370215,0.018045329868629997,12.7,0.0180522,100.0,5.2329982595108975,0.0,11.995382162687141,4.0,10.93452934248121,26.777958989206724,11.991125000212604,1001,0.541565123,0,17.582598816221072,0.8633453012590149,8.460485385752763,0.0,3.3513316313738293,0.0,16.97643575350071,0.04031445273130417,56580.0,Autauga,0.0361043,0.8557658829781385,0.0,23.163613299188945,32.062254747184035,7.726582238851551
0.09966238625708228,27.4,4.0,75.0,10.4,1.0271087814950426,0.6287548349930048,25.400000000000006,4.0,4.0,AL,83.50478698598195,0.659633903,1.104387065,0.0,True,0.14491957,0.008130817111661097,0.124930663,4.384824294296766,75.0,1.2989003685463132,0.0,4.0,0.11683339006092339,0.949752992301287,0.6187123684238006,2.7193521519644355,3.061840062297144,0.01917885722779208,12.9,0.0299834,75.0,5.2329982595108975,0.0,16.771184813321263,4.0,10.93452934248121,22.987408443749484,5.4244265969613314,1003,0.589672732,0,9.308424546676543,0.7559733541604038,3.8449360411209934,100.0,1.9051144660996444,50.0,16.97643575350071,0.04334348338957013,52387.0,Baldwin,0.12992789,0.7351932625572656,100.0,13.981393471569364,16.767489331327024,1.9427568795193702
0.14553857556290964,44.4,4.0,50.0,18.4,1.0271087814950426,0.21852350948756236,25.400000000000006,4.0,4.0,AL,46.75310485486397,0.818239298,0.55789043,0.0,False,0.185963477,0.029436486085935396,0.0,5.05153512765415,50.0,4.303147049779694,0.0,4.0,0.06226612536129292,1.35438731625907,1.6840246747800232,2.7193521519644355,3.001694513042313,0.154053533602927,32.0,0.0371927,50.0,5.2329982595108975,50.0,14.236806643114688,4.0,10.93452934248121,21.906981826128128,10.739666573274102,1005,0.706661212,0,46.691189860509155,1.855182740477175,3.758341320879411,0.0,4.329378079092943,50.0,16.97643575350071,0.08740940379502495,31433.0,Barbour,0.074385391,0.3897002585861529,50.0,10.302934444774191,22.105560066973666,9.881359688690097
0.010967039847195766,40.3,4.0,0.0,14.8,1.0271087814950426,0.27929303949378137,25.400000000000006,4.0,4.0,AL,75.02072878027492,0.222162979,0.222162979,0.0,True,0.222162979,0.0,0.0444326,1.7717652192886755,0.0,0.6767103234591161,0.0,4.0,0.008703111441598778,0.864873618042368,0.022951097716443027,2.7193521519644355,0.6008650706805324,0.04416375921918474,22.2,0.0444326,0.0,5.2329982595108975,0.0,12.68164957451451,4.0,10.93452934248121,22.696923412611827,2.6016270076683963,1007,0.666488936,0,21.92450360026184,0.03751587380289012,1.015241851061283,0.0,2.8214274439833398,0.0,16.97643575350071,0.030547676194632337,40767.0,Bibb,0.0444326,0.09600698232598735,0.0,2.3587704067468778,4.2303244206186426,1.8289327623129479
0.05048365763757057,34.6,4.0,100.0,14.1,1.0271087814950426,0.49719130525801614,25.400000000000006,4.0,4.0,AL,88.88733819475942,0.363831667,0.259879762,100.0,True,0.103951905,0.0018541767164650393,0.051976,8.070199923240642,100.0,0.8127274929922376,0.0,4.0,0.014704641143427986,0.815945746106567,0.35399006757299123,2.7193521519644355,0.8825830962766426,0.017329821156245668,14.7,0.0173253,100.0,5.2329982595108975,0.0,14.722096228324203,4.0,10.93452934248121,24.608352813928335,2.8801498232112803,1009,0.467783572,0,1.2630403684449252,0.8678864856259867,1.5887200603768292,100.0,3.3364141441489017,0.0,16.97643575350071,0.03140155612155891,50487.0,Blount,0.0,0.20062105299884864,100.0,5.909147039114545,6.497380137361867,0.16720052906872424
0.07060003280027194,43.0,4.0,0.0,19.6,1.0271087814950426,0.1832508704416346,25.400000000000006,4.0,4.0,AL,21.916804104819498,0.2787068,0.092902267,0.0,False,0.185804534,0.0,0.0,7.119296316657504,0.0,6.016622830144433,0.0,4.0,0.008876197589379155,1.06961333075983,0.3346451467837465,2.7193521519644355,5.190941491302208,0.09650646593321752,39.6,0.0,0.0,5.2329982595108975,0.0,13.459776433938062,4.0,10.93452934248121,22.264980758658602,19.74335074065961,1011,0.2787068,0,69.97434487813817,0.22062387215636522,5.650681600684799,0.0,11.104440609899546,0.0,16.97643575350071,0.03665017408832692,28251.0,Bullock,0.0,0.1832508704416346,0.0,13.397438670926883,37.950342361794206,24.138782160842588
0.034843935581108126,36.3,4.0,0.0,17.7,1.0271087814950426,0.28166324533346065,25.400000000000006,4.0,4.0,AL,54.06024729078149,0.837603469,0.492707923,0.0,False,0.147812377,0.0,0.0492708,0.9118250823506946,0.0,1.0768789929632352,0.0,4.0,0.023657317784822027,1.29179584625129,0.05461873853629494,2.7193521519644355,1.2162512063128037,0.10001000100010002,25.8,0.0492708,50.0,5.2329982595108975,0.0,16.65632310116007,4.0,10.93452934248121,24.137107939084355,2.926121930559144,1013,1.034686638,0,43.18995560223421,0.05291880409741299,1.260992579269561,0.0,3.770678377587316,0.0,16.97643575350071,0.03341767317515635,33868.0,Butler,0.0,0.830667876068172,50.0,3.4837084626486847,6.226804584468373,2.629976142802019
0.09976766445746299,32.2,4.0,100.0,14.9,1.0271087814950426,0.40481732618156063,25.400000000000006,4.0,4.0,AL,73.61350065782815,0.888574485,0.66427413,0.0,True,0.232927292,0.0185216634544734,0.0603886,3.283237189218365,100.0,4.080320207731614,0.0,4.0,0.19825186597814828,1.18298708966271,0.7477089569130562,2.7193521519644355,3.7574743345402033,0.01745033199256616,20.0,0.0258808,100.0,5.2329982595108975,50.0,14.328846607968154,4.0,10.93452934248121,22.877239145835443,9.178566582982912,1015,0.638393319,0,20.39014269810748,0.8188216362784865,5.201704016985663,100.0,2.6098954796953793,50.0,16.97643575350071,0.07927672637722229,42091.0,Calhoun,0.0086269,0.6999966265222818,100.0,17.759976180911682,23.433851807648516,4.609625527394503
0.06046513440048663,39.7,4.0,100.0,16.4,1.0271087814950426,0.16659359929855327,25.400000000000006,4.0,4.0,AL,58.14116615519509,0.763000352,0.469538678,0.0,False,0.205423172,0.0001785802309503814,0.0,1.5665643723513079,100.0,3.607493205587612,0.0,4.0,0.31709310422292564,1.10805779629465,0.3045144529659506,2.7193521519644355,3.7013984355532368,0.029548207901190792,22.4,0.0293462,100.0,5.2329982595108975,0.0,16.676896098202544,4.0,10.93452934248121,22.51351746310098,10.328558281147888,1017,0.67496185,0,38.59710653222271,0.3705586179206693,4.66273228088964,0.0,5.240802890493261,0.0,16.97643575350071,0.020458863071752154,35560.0,Chambers,0.0586923,0.4851673242729797,0.0,12.512378829320417,20.843214136062457,7.648583992883823
0.000835141488164404,33.6,4.0,100.0,13.3,1.0271087814950426,0.4694293739659086,25.400000000000006,4.0,4.0,AL,92.07356958713302,0.576103238,0.422475708,0.0,False,0.192034413,0.0,0.0384069,1.2312901612220555,0.0,0.04600567762648419,0.0,4.0,0.0,1.2568837058633,0.0038620365436758627,2.7193521519644355,0.053018598228049565,0.038872691933916424,19.4,0.0384069,100.0,5.2329982595108975,0.0,17.896032937011814,4.0,10.93452934248121,21.41675324175613,0.2211124003094359,1019,0.691323885,0,4.640424795105622,0.0013426912390104159,0.07213667679747816,0.0,2.822199537318709,100.0,16.97643575350071,0.0038477817538189237,39144.0,Cherokee,0.0384069,0.18854130593712726,100.0,0.38820591855052905,0.39833198231404826,0.005428886443905191
